N  chl  mld meanS  z   jd  sst  sstgrad  sstdt  windspeed  par  w  M  eke  current  Ro  PAR7day
3062  0.880592  -0.629304  -0.349166  0.786406  1.204536  -0.916053  -0.961592  -0.001721  0.532151  0.144630  0.366997  0.033837  0.677394  0.331783  -1.510463  0.497515
3063  1.265674  -0.490208  0.863821  -0.569024  0.431149  0.472728  4.680569  0.120765  1.548672  0.317290  2.265532  -2.013932  1.952138  3.298478  1.425923  -0.092445
3064  1.324033  -0.809731  1.056195  -0.340651  0.619780  0.421046  0.373195  -0.083379  -1.763220  0.768728  -0.040647  1.080068  1.345736  1.489509  0.845799  1.414445
3065  1.040456  -0.827217  0.870388  -0.477052  1.185673  0.631749  -0.274674  -2.206473  -1.718505  2.297169  0.499209  1.076973  1.650509  2.281834  -0.384423  2.085310
3066  0.223931  -0.469542  -1.048568  0.829275  -0.606321  1.495762  -0.103251  0.324909  -1.453196  0.730418  0.058385  0.954681  1.368657  1.542172  3.104320  0.237685
3067  1.600028  -0.140482  1.161027  -0.271282  0.431149  0.177215  0.435938  0.569881  1.530786  0.196822  0.194451  -1.840532  0.556216  0.184056  -2.655258  -0.110879
3068  1.534037  -0.944852  0.868647  -0.295444  0.619780  0.513808  -0.267369  -0.205865  -1.891403  0.779873  0.092935  1.100969  1.405543  1.629124  -1.818507  0.447708
3069  0.161986  -0.618971  -0.494732  -0.226854  1.657250  1.499737  2.198961  1.672257  0.535132  NaN  -0.122373  -0.678380  1.277332  1.338352  -3.957694  NaN
3070  -1.692357  -0.142072  -0.297222  0.243922  -1.360845  1.160493  1.214687  0.814853  0.186355  NaN  -0.153916  -0.187457  1.540563  1.971897  -1.776114  NaN
3071  -0.138174  -0.297859  -0.323028  -0.646968  -0.889268  1.312888  -0.938854  -0.246694  -0.299549  1.410712  -0.712890  0.302411  1.464726  1.774503  0.051557  1.076925
3072  0.644627  0.465180  -0.226237  -0.268164  -0.606321  1.311563  -0.682373  -0.246694  -2.204408  0.659606  -0.046614  1.143335  1.375646  1.558438  -1.609630  -0.616747
3073  0.746513  -0.895573  -0.121256  -0.424050  -0.417690  0.970993  0.824485  0.855682  0.049229  0.260560  0.697178  -0.036289  -0.282674  -0.508209  -0.824461  0.109666
3074  1.730963  -0.081664  1.274783  -0.508229  0.431149  0.226246  0.048765  -0.124208  0.782555  0.309615  -0.955548  -0.724517  2.187461  4.295628  -2.542320  -0.786441
3075  1.037588  -0.622150  1.305789  0.001519  1.185673  0.258050  -0.220604  -0.899954  -0.031259  2.229894  -0.480367  0.264678  -0.870835  -0.768769  0.502506  1.606364
3076  0.171781  -0.913059  0.358506  2.428668  -1.540044  1.009423  -0.748999  0.120765  -1.471082  NaN  -0.165924  0.987792  0.302101  -0.080136  1.049717  NaN
3077  0.343998  -0.164327  0.129193  2.162882  -0.785521  1.171094  0.116677  0.774025  -2.111997  1.102567  -0.025554  1.127583  1.524992  1.930316  0.465022  1.380847
3078  -0.863685  0.018484  0.434427  2.233031  -0.502574  0.903409  -0.639163  -0.614152  -0.785452  0.341517  -0.086685  0.645804  0.045329  -0.294638  0.077037  0.513751
3079  1.115261  0.196527  1.088636  2.427889  0.440581  0.390567  0.142368  0.406566  0.961415  0.544077  -1.226812  -1.247711  -0.290160  -0.512417  -0.786497  -0.379142
3080  0.086503  -0.460005  0.320725  1.916582  1.478051  1.106161  -0.527766  0.324909  -0.308492  NaN  0.283022  0.294399  0.108343  -0.246281  0.228339  NaN
3081  1.504961  -0.186264  -0.723448  -0.256473  -0.964720  -0.547655  0.872478  -0.246694  -0.016354  0.698449  -0.466094  0.456975  -1.230348  -0.874205  -0.626737  -0.542160
3082  0.806176  -0.886035  0.435870  -0.258811  0.600917  -0.873648  -0.721013  0.079936  1.390679  -0.892729  0.541952  -0.986764  -0.130384  -0.416475  -0.310172  -0.990804
3083  0.687250  -0.923710  0.588728  -0.270502  -1.096762  0.627773  0.566382  -0.246694  0.141640  NaN  -0.209343  0.146505  0.903154  0.651447  0.048581  -0.665235
3084  -0.667634  -0.786999  0.059456  -0.279855  -0.908131  0.699333  2.404039  -1.144926  -1.769182  NaN  -0.082797  1.081459  -0.216958  -0.470087  -0.624215  0.723334
3085  1.059920  -0.952324  -0.100099  -0.467698  -0.540300  1.046528  -0.031135  -5.595258  1.614254  0.135954  -0.890613  -1.982288  1.102906  0.990712  -3.918682  -0.625730
3086  1.228327  0.036448  -0.502869  -0.739720  -1.068467  -0.209736  -0.224404  0.937340  0.690144  1.105037  -0.138297  -0.191734  0.844152  0.561849  1.326826  0.413258
3087  1.604409  -0.852811  0.112293  -0.726470  1.213967  -0.776910  -0.708490  -0.573324  0.418873  NaN  -0.489540  0.096733  1.201481  1.180778  -0.760056  -0.463481
3088  0.683394  -0.918464  0.146670  -0.150470  1.355441  -0.820641  2.592619  0.243251  -0.478409  2.297103  -0.239577  0.691608  0.215184  -0.158085  0.350030  0.056041
3089  1.139194  -0.681604  -0.426802  -1.010962  -1.624928  -0.146128  0.141892  -1.226583  0.535132  NaN  0.016048  -0.043570  -0.455083  -0.598598  -0.142389  NaN
3090  0.939639  -0.718166  -0.830694  -0.925225  -1.332550  -0.000359  -0.121562  0.733196  0.061153  NaN  0.794974  0.335618  -0.675248  -0.696216  0.120913  NaN
3091  1.170583  -0.542031  -0.502522  -0.774015  -0.596890  -0.195159  -0.950070  0.079936  0.162507  -0.323093  -0.506070  0.305676  -0.366936  -0.554053  -0.105978  -0.767760
3092  1.016581  -0.391013  -0.031658  -0.901062  1.195104  -0.592711  -0.651570  0.978168  -0.186271  2.090205  1.984919  0.465287  -0.177768  -0.446310  -0.431455  1.427220
3093  0.236702  -0.880312  -1.249701  -1.026551  -1.341982  0.028795  -1.095187  -0.001721  -1.092495  -0.452771  0.047274  0.936748  -0.315392  -0.526404  0.138956  1.098601
3094  0.449111  -0.529314  -1.096519  -0.712440  -0.757226  -0.154079  -0.033645  -1.022440  -1.014989  0.211371  -0.058856  0.929057  -0.453778  -0.597962  0.093998  -0.045853
3095  -0.595341  -0.489254  -0.770906  -0.502773  -0.964720  0.533686  1.013013  -0.042550  -0.025297  1.252936  -0.015825  0.349703  -0.263976  -0.497580  0.052605  1.330381
3096  -0.585516  -0.116319  -0.366793  -0.268164  -0.578027  0.523085  0.392623  -0.001721  -1.921213  0.191883  -0.041649  1.108725  -0.752699  -0.726408  -0.025530  0.321008
3097  0.548464  -0.443472  0.418813  -0.649306  0.270813  -0.071918  -0.714003  0.039107  -1.599265  -0.096439  0.013804  1.041453  -1.011940  -0.814058  1.000624  -0.633697
3098  0.566511  0.608886  1.187572  -0.563568  0.544328  -0.245516  -0.830772  0.202422  -0.782471  0.551552  -0.214631  0.739832  0.483852  0.102879  -0.217684  -0.473068
3099  0.529644  -0.218693  1.153319  -0.367931  0.572622  -0.253467  -0.599624  0.202422  -0.883825  0.626102  0.263654  0.793689  0.423188  0.038600  -0.617164  0.152303
3100  -0.884475  -0.886829  -0.602105  1.144945  1.449756  0.406469  -0.408994  1.958058  -1.199811  NaN  0.034084  0.943580  -0.189454  -0.453483  0.322382  NaN
3101  -0.978185  -0.728022  -0.334920  -0.311033  -1.521181  0.462127  0.192667  0.079936  0.326462  NaN  -0.353922  -0.070497  -1.605865  -0.954620  0.117838  NaN
3102  -0.591796  -0.926730  -0.237193  -0.880018  -1.238235  0.692707  -1.036813  -0.205865  -0.400903  2.064643  -0.146509  0.515503  -0.817200  -0.750067  0.929350  NaN
3103  0.062237  -0.283552  0.002262  -0.964196  -0.936425  0.625123  -0.988305  -0.287522  -0.072993  1.190332  0.069955  0.242956  0.101349  -0.251778  0.134896  0.441335
3104  -0.230949  -0.123949  0.203868  -0.916651  -0.738363  0.627773  0.326749  -0.165036  -1.026913  0.639583  0.597119  0.858661  0.399447  0.014339  0.436416  -0.216069
3105  0.008550  -0.125221  0.193237  -0.997712  -0.653479  0.606571  0.426563  0.161594  0.037305  0.431484  -0.416431  0.189551  -0.389496  -0.565776  0.839035  0.928686
3106  0.330250  0.002588  0.337127  -1.014080  -0.266785  0.434298  -0.803728  -0.083379  -1.202792  -0.273771  0.012198  0.910020  -0.498730  -0.619441  0.797426  -0.713228
3107  0.892767  0.257570  0.431102  -0.935357  0.016161  0.191791  -0.720788  -0.410009  -0.600630  -0.381825  -0.016110  0.627926  -1.110310  -0.842544  0.007361  -1.034402
3108  0.707213  -0.920053  0.979060  0.493340  0.855569  -0.142152  -0.176182  0.406566  0.511284  NaN  0.068816  -0.217512  -0.321546  -0.529770  -0.758909  -1.069209
3109  0.165886  -0.763313  -0.095319  1.694444  0.638643  1.086283  0.079680  0.202422  0.958434  1.504817  -1.334509  -2.421455  0.462692  0.080078  0.215081  -0.257826
3110  -0.029841  -0.917351  -0.490655  2.310974  1.006473  1.193622  -1.062633  1.018997  -1.557531  2.147602  1.219437  0.948040  1.120622  1.023698  -4.426301  1.518674
3111  -0.159928  -0.884763  -0.463701  2.316430  1.374304  1.377821  -0.808353  -0.328351  -1.286260  2.493455  0.246970  0.807433  1.484053  1.823598  -1.445525  0.128704
3112  1.071359  -0.728022  0.229001  1.552587  0.468875  0.904735  -0.725154  -0.165036  -1.772163  1.019341  -0.153151  1.029941  -0.149945  -0.428938  -1.687198  1.688175
3113  0.612100  -0.918464  0.346112  1.396701  0.553759  0.961717  -1.360456  0.855682  -1.515797  1.197407  -0.092859  0.939666  0.388108  0.002925  -1.662040  2.555409
3114  -1.093725  -0.695434  0.189192  1.871375  0.827274  1.031951  -0.996309  0.855682  -0.675155  1.823507  -0.191731  0.437546  0.607180  0.244322  1.663096  1.215301
3115  0.667875  -0.919100  0.572510  0.913454  0.468875  0.800046  0.264677  -0.205865  -1.542626  0.948328  -0.608489  0.967619  1.311705  1.413202  -0.731583  1.780811
3116  0.875272  0.014192  1.079273  -0.398329  1.232831  0.300456  1.008031  0.855682  -1.620132  NaN  0.026056  1.061807  0.615483  0.254393  0.732634  -1.056270
3117  1.696356  -0.886988  1.174901  -0.374167  1.053631  0.002292  0.659111  1.059826  -0.484371  0.068946  -0.555012  0.636724  -1.132077  -0.848529  -0.143967  -0.192498
3118  1.172862  -0.916556  0.888360  -0.668792  1.242262  0.177215  0.722706  1.263969  -0.502257  2.316524  0.268731  0.659015  -4.122855  -1.142026  0.218823  -0.152553
3119  0.695949  -0.773009  1.063052  -0.533950  1.157378  0.063250  0.912224  0.610710  -0.037221  2.126045  -0.025817  0.286645  0.348739  -0.035856  -0.602114  NaN
3120  0.753179  -0.902090  1.011830  -0.460684  1.242262  0.148061  0.086972  -0.124208  -0.469466  2.280684  -0.427775  0.616941  0.727380  0.397331  -0.366421  -1.067149
3121  1.053610  -0.410884  0.900497  0.405265  0.506601  -0.222988  0.982349  -0.124208  -0.487352  0.214508  0.218975  0.580133  -1.666041  -0.965269  0.130213  -1.330660
3122  1.143519  -0.885240  1.226364  0.316409  1.063063  -0.221663  -0.460477  -0.777467  -0.177328  1.852806  -0.330577  0.491252  -1.309433  -0.893354  -0.341809  -0.195437
3123  0.724608  1.766162  1.329460  0.158964  0.695232  -0.265393  -0.598880  -0.042550  0.663315  0.742098  0.930420  -0.341074  -0.108705  -0.402415  -0.985374  0.470043
3124  1.818789  -0.918941  0.821063  1.664825  1.346009  -0.101072  0.156992  -0.328351  -0.851034  2.463756  -0.097298  0.862010  -0.037928  -0.354655  0.208624  1.439417
3125  1.673509  -0.952483  0.866967  1.098958  1.430893  -0.136852  0.618651  -0.818296  -0.827186  NaN  -0.227200  0.794868  -1.674982  -0.966804  0.087218  NaN
3126  -1.526201  -0.328062  0.111886  -1.204261  -0.926994  0.754990  -0.229949  -0.205865  -0.204157  1.320411  -0.181661  0.313168  -1.153157  -0.854220  -0.341259  0.987889
3127  0.935354  -0.162737  1.036540  -0.983682  0.317970  0.194442  0.757296  -0.573324  -0.403884  0.210704  -0.611723  0.462645  -0.794629  -0.741936  -0.198486  -0.013875
3128  -0.233066  -0.645995  0.794052  -0.855855  1.374304  0.566815  -0.305599  3.427892  -2.192484  NaN  0.110854  1.144118  0.134860  -0.225139  0.509510  1.080854
3129  -0.238777  -0.480670  -1.269027  -0.441977  -1.398571  0.405144  -0.819804  -0.042550  -0.699003  NaN  -0.255777  0.709922  -0.473565  -0.607519  -0.180426  NaN
3130  -0.098019  0.153606  -0.564549  -0.875341  -1.408003  -1.085675  -0.688901  -0.532495  -0.099822  NaN  0.038144  0.581647  -0.013020  -0.337147  -1.457234  NaN
3131  1.250414  -0.585588  -0.200154  -0.838708  0.185929  -0.867022  0.381217  -0.940782  -0.722851  -0.986234  -0.581669  0.823336  -0.382393  -0.562109  0.088092  -1.291485
3132  1.182096  -0.808141  -0.231056  0.104404  0.987610  -2.095457  1.219419  0.529052  -1.515797  0.629439  0.039870  1.110015  0.289581  -0.091725  0.430058  -0.040551
3133  1.171889  -0.618971  0.071449  -0.337533  1.166810  -0.503924  0.606964  0.569881  0.383101  1.976478  -0.176004  0.158963  -0.983011  -0.805214  0.271371  -0.053737
3134  0.779360  0.495384  0.215413  -0.590069  0.251950  -0.750407  -0.644244  0.120765  -1.724467  NaN  -0.103934  1.101194  -0.645211  -0.683958  -0.191299  -1.206871
3135  1.055573  1.444413  0.267841  -0.428727  0.629211  -0.815340  -0.720340  0.447395  -0.105784  0.127411  -0.319261  0.482031  -2.514640  -1.069257  -0.632087  -0.441228
3136  1.037016  -0.469543  0.448693  -0.866767  1.053631  -0.861721  -1.104637  -0.205865  0.299633  1.458832  -0.520328  0.190861  -0.144422  -0.425440  -0.555556  -0.687157
3137  0.637322  1.552511  -0.233658  -0.438859  0.949884  -1.475276  -0.559047  0.447395  0.278766  0.702721  0.212033  0.261090  0.440820  0.056939  -0.147903  -1.011601
3138  0.481791  -0.776348  -0.524304  2.401388  -0.530869  -0.841844  1.513676  0.814853  -0.764585  NaN  -0.374609  0.873944  -0.695787  -0.704419  -0.756703  -0.340187
3139  -1.105152  -0.006950  0.668116  -0.247119  -0.540300  1.495762  -1.048964  3.060434  -1.184906  0.561963  0.003330  0.763964  -0.202674  -0.461513  0.592177  1.508866
3140  -0.826226  -0.142072  0.566282  -0.462242  0.063319  1.212175  -0.739590  0.569881  -2.186522  0.522052  0.283557  1.134698  0.220382  -0.153585  -0.452289  1.174395
3141  -0.849415  -0.576050  0.499138  -0.503552  0.261381  1.232052  -0.051693  1.059826  -0.651307  0.764923  -0.385767  0.419265  0.273339  -0.106576  -0.805350  0.370430
3142  -0.692285  -0.645995  -1.476955  -0.880018  -1.549476  0.197092  -0.015648  0.365737  -0.153480  NaN  -0.115174  0.411628  -0.470892  -0.606237  0.458885  NaN
3143  -0.080971  -0.156379  -1.138761  -0.867547  -0.747794  0.250099  0.016312  0.365737  -1.080571  0.485011  -0.865024  0.921830  0.377398  -0.007755  0.312358  0.641935
3144  0.022657  0.948438  0.257648  -0.865208  0.242518  -0.131551  0.788282  -0.369180  0.803422  -0.216240  0.257002  -0.674259  -0.572103  -0.652769  0.016747  -0.345516
3145  -2.092261  -0.019668  0.235290  -0.150470  -0.530869  0.598620  -0.672811  -0.124208  -0.800357  0.370483  0.004164  0.697071  -1.121667  -0.845681  -0.440641  1.276756
3146  0.253528  1.089918  0.619916  -0.739720  0.459444  0.109631  -0.075361  0.284080  0.219146  0.451239  -0.239561  -0.000008  -1.088782  -0.836513  0.288220  -0.087582
3147  -1.295994  -0.336011  0.162370  -0.218280  1.553503  0.538987  -0.182698  0.039107  0.105868  NaN  -0.514292  0.034702  0.104251  -0.249501  -0.428982  NaN
3148  0.502711  0.142478  -0.533080  -0.469257  -0.596890  -0.299848  -0.892532  -0.124208  -0.159442  -0.356130  -0.129269  0.452759  0.287563  -0.093582  -0.277083  -1.273436
3149  -0.047801  -0.366214  -1.614238  2.398270  -0.549732  1.589849  -0.598214  0.569881  -1.131248  1.078074  0.063451  0.679793  0.240929  -0.135598  1.089313  1.888171
3150  0.888320  0.159965  -1.138064  1.551028  -0.351669  1.417577  -1.052631  -0.614152  -0.120689  0.802766  -0.939709  -0.372147  -0.009353  -0.334537  -0.585356  -0.355681
3151  0.296746  -0.857421  -1.555308  0.416956  -1.323119  1.595150  -0.623570  -0.573324  -0.284644  NaN  0.423047  -0.004193  0.237307  -0.138792  -0.345829  NaN
3152  0.014917  -0.375752  -0.500673  1.667164  -0.530869  1.413601  1.357299  0.243251  -1.655904  0.960475  -0.261305  0.988531  0.413348  0.028484  0.422551  2.027701
3153  0.449032  -0.642816  -0.248384  1.900993  -0.229059  1.189647  0.717843  0.324909  -0.561877  0.492619  -0.309576  0.272532  0.316782  -0.066388  -0.607654  0.735092
3154  0.463375  0.083661  -0.123192  2.529215  -0.030997  1.130014  -0.736143  0.079936  -0.669193  0.399315  -0.252912  0.405669  -0.048851  -0.362216  0.943672  0.968026
3155  0.576500  -0.959159  1.020382  0.703007  0.959316  0.737763  -0.514909  0.569881  -1.715524  1.929692  0.030620  1.059917  0.060880  -0.282945  -1.382289  1.142775
3156  -0.367092  -0.642816  1.154679  1.163651  1.063063  0.666203  -0.194149  -0.899954  -0.633421  NaN  0.137611  0.471088  -1.778456  -0.983748  -0.386769  0.761657
3157  0.133947  -0.231093  0.221566  1.959450  -0.738363  1.238678  -0.637417  -0.532495  -1.128267  1.232513  -0.080830  0.783417  0.087475  -0.262585  1.051824  2.136984
3158  0.318344  -0.811320  0.633254  0.854217  -0.134744  0.882207  2.609833  1.713086  0.067115  0.248480  -0.908005  -0.196806  1.677048  2.361125  -1.242162  0.427296
3159  -1.716622  -0.487029  -1.372762  -1.021095  -1.087330  1.571297  -0.711672  0.937340  -1.277317  NaN  -0.358069  0.864819  0.601192  0.237105  0.325041  0.470785
3160  -0.553438  -0.596716  -0.670718  -0.812986  -0.889268  1.282409  -0.890418  0.243251  -1.375690  1.549467  -0.103802  0.908903  0.180917  -0.187256  -0.611692  2.773426
3161  -0.529627  -0.153199  -0.570652  -0.883915  -0.785521  1.241328  -0.988977  0.243251  -1.074609  1.317675  -0.141615  0.781488  0.092499  -0.258686  0.599123  1.380902
3162  -0.737263  -0.482260  -0.165410  -1.092023  -1.059035  0.990871  -0.003202  0.814853  -0.994122  1.687288  -0.201790  0.799936  0.354250  -0.030506  -1.275327  -0.199201
3163  -0.045858  -0.005360  0.399093  -1.135671  -0.559163  0.694032  -0.643606  0.079936  -0.225024  0.278647  0.081886  0.315919  -0.051591  -0.364102  -0.873022  0.926324
3164  -1.841018  -0.164327  0.308689  -1.441987  -0.455416  0.630424  -0.932245  -1.185755  -1.542626  0.058334  0.291824  1.017733  -0.436509  -0.589489  0.210154  -0.471668
3165  1.169037  0.288727  1.353873  -0.542524  0.732958  -0.107698  -0.561393  0.406566  -0.487352  1.056449  -0.263246  0.552595  0.387068  0.001883  -0.211861  -0.568423
3166  1.148026  -0.645995  1.036538  -0.126308  1.232831  0.085778  -0.287481  -0.940782  -0.022316  2.343488  -0.614723  0.186185  -0.882428  -0.772700  0.410198  0.739020
3167  -3.193242  -0.006950  0.334753  -1.396780  -0.936425  1.175070  -0.945857  0.202422  -1.226640  1.593850  0.148435  0.855098  0.938467  0.707280  -1.125187  -0.225299
3168  0.103540  1.107405  0.566088  -0.904180  0.251950  0.752340  -0.701537  -2.410617  0.684182  0.429215  -3.935563  -1.132496  -1.047832  -0.824731  0.107736  0.661522
3169  -0.006779  1.576356  0.817028  -0.673468  0.450012  0.626448  -0.755390  -0.042550  0.475512  0.775602  -0.109752  -0.726189  -0.288413  -0.511438  0.302219  1.276673
3170  0.493357  1.263192  0.968825  1.129356  0.751822  0.576092  -0.735607  1.508942  -1.927175  1.506018  0.389531  1.079621  0.649888  0.296893  -1.895431  -1.049045
3171  -0.062324  -0.803372  0.733735  -1.915102  1.053631  0.800046  0.580422  1.468113  -0.713908  2.142597  -0.818695  0.555197  -0.129696  -0.416033  1.453161  1.457713
3172  -0.271754  -0.491798  0.372404  0.872923  -1.408003  0.264676  -0.795106  -0.654981  -1.006046  NaN  -0.257292  0.852460  -1.025860  -0.818236  -0.161327  NaN
3173  0.766005  1.228219  0.883699  1.139489  0.119908  -0.087820  -0.601145  -0.042550  -0.165404  -0.515975  0.737720  0.383519  -0.557292  -0.646209  -0.762149  -1.153163
3174  1.160781  -0.328062  0.109367  -0.409241  -1.596634  -0.059991  -0.383260  0.488223  0.904776  NaN  1.052391  -0.462134  -0.928289  -0.787872  0.403245  NaN
3175  1.079263  -0.731837  0.059101  -0.381182  -1.209940  0.077827  0.912188  0.610710  -0.126651  1.830915  0.045055  0.442770  -1.004432  -0.811783  -0.200665  NaN
3176  0.107067  -0.541077  -1.747136  -1.812217  -1.059035  1.597800  0.379544  0.365737  -0.898730  1.991227  0.807318  0.587196  0.282529  -0.098199  0.428243  NaN
3177  0.502670  -0.246990  -1.181597  -1.172304  -0.851541  1.450706  0.510479  -0.899954  0.266842  1.608800  -0.207514  -0.837283  0.906086  0.656019  -3.000865  -0.125741
3178  -0.304839  -0.658713  -1.098603  -1.381971  -0.653479  1.444080  -1.045656  0.406566  -1.536664  1.154826  0.160737  0.935960  -0.098181  -0.395496  -0.414386  0.855831
3179  -0.277345  -0.169096  -0.792108  -2.548780  -0.351669  1.401675  1.226742  -0.042550  -1.029894  0.687103  -0.058171  0.626776  1.477252  1.806230  1.287705  -0.352604
3180  0.391260  0.934131  0.757608  -0.641512  -0.097018  -0.311774  0.019803  0.447395  -0.746699  NaN  0.075738  0.791112  -0.736412  -0.720224  -0.439293  NaN
3181  -1.953185  -0.844703  -0.705905  0.880718  -1.181646  0.523085  0.270030  0.284080  -0.475428  1.813495  -0.215175  0.636843  -0.186312  -0.451562  0.656837  1.138215
3182  0.221610  -0.003771  -0.133622  -0.572142  -0.323375  0.096379  -0.065858  0.529052  -0.412827  -1.057046  -0.230562  0.576253  -0.092937  -0.392024  -0.366162  -0.729079
3183  -0.144126  -0.010130  0.022784  -0.431845  0.544328  -0.356830  0.864350  -0.573324  -0.520143  0.342518  0.321163  0.595577  -0.573350  -0.653318  -0.455190  0.605507
3184  0.344822  -0.173865  -0.597087  -0.802074  -1.002446  -0.032163  -0.493615  -0.001721  0.904776  -0.371613  -0.562676  -0.521039  -0.877449  -0.771017  0.666029  0.521113
3185  1.075361  -0.421853  -0.629949  -0.862091  -0.719500  -0.012285  -1.229079  0.529052  -0.269739  0.097110  -7.783478  0.568273  -0.196817  -0.457967  0.536669  -0.595676
3186  -0.249793  -0.285141  -0.787000  1.852668  -0.993015  1.490461  -0.845975  -1.389898  -0.675155  1.890582  -0.710090  0.404428  1.062537  0.917389  0.982751  -0.049644
3187  -0.018327  -0.246990  -0.768397  1.720165  -0.889268  1.518290  -0.735277  -0.287522  0.550037  NaN  -0.427268  -1.148464  1.004946  0.817080  0.816821  -0.230629
3188  -0.254244  -0.394828  -0.594856  2.728749  -0.587458  1.516965  -0.951692  0.039107  -0.630440  1.048640  0.322435  0.355697  -0.697540  -0.705112  1.892903  0.049448
3189  0.342327  -0.564922  0.285210  1.739651  0.836706  1.069056  0.085219  -0.614152  -2.237199  1.851471  -0.024479  1.139609  0.181873  -0.186454  2.729287  -0.132416
3190  -0.310615  -0.720710  -0.314887  -0.633717  -1.313687  0.646326  -0.564078  0.774025  -1.459158  2.274144  0.353314  1.027737  -0.105087  -0.400043  -0.200253  NaN
3191  -1.525567  -0.299448  -0.031654  -0.162161  -1.030741  0.606571  -0.064596  -0.328351  -1.304146  NaN  -0.078367  0.956206  -0.784653  -0.738292  -0.645770  2.229812
3192  -0.169344  -0.378932  0.074905  -2.410820  -0.860973  0.696682  -0.862428  1.835572  -1.563493  1.094759  -0.142261  1.025841  -0.307215  -0.521904  -0.233681  -0.023518
3193  0.140645  -0.688916  0.415690  -0.228413  -0.578027  0.594644  -0.413888  -1.063268  -0.454561  0.351929  NaN  0.512931  0.234731  -0.141057  -1.048649  0.154363
3194  -1.498555  -0.307397  0.032210  -1.195687  -0.926994  0.857028  -0.462000  0.079936  -0.791414  1.325750  -0.094496  0.698591  -0.788789  -0.739807  0.750819  1.582024
3195  0.403107  0.686144  0.332927  2.328901  0.082182  0.874256  -0.854471  -1.104097  0.737840  0.443764  0.406799  -1.294603  0.290243  -0.091116  0.379445  0.148401
3196  -0.804704  -0.180224  0.293840  1.957112  1.119652  1.139290  -0.640075  0.039107  -0.034240  2.283154  0.218261  -0.302828  0.704384  0.366827  -2.229922  1.150522
3197  -1.517837  -0.609433  -0.564501  -0.724911  -1.068467  1.369870  0.203883  -0.083379  -0.976236  1.898524  0.356921  0.733282  -0.286244  -0.510219  -0.304535  0.436994
3198  -1.012845  0.558970  0.398780  -0.956402  0.053887  0.751014  -1.007532  -1.022440  0.085001  0.244342  -0.559625  -0.204842  -0.858586  -0.764573  -0.332147  -0.077638
3199  -3.626900  0.845110  0.451755  -0.918989  0.242518  0.720536  -0.711075  0.079936  -0.338302  0.445099  -0.144368  0.192991  -0.132764  -0.418002  0.796966  0.190159
3200  -1.076071  -0.967108  0.520681  -0.922107  0.997042  0.773542  0.911330  0.324909  -1.006046  2.048692  -0.643054  0.778335  0.546417  0.172767  -0.276408  -0.612956
3201  -0.183652  -0.712761  -1.035070  -0.465360  -1.389140  0.528385  -0.637183  0.079936  -1.071628  NaN  0.382169  0.940324  -1.037454  -0.821678  -0.727022  NaN
3202  -0.430671  -0.323293  -0.740808  -1.010962  -0.634616  0.426347  -1.050207  -0.246694  -0.481390  0.303875  -0.162296  0.554114  -1.906674  -1.002763  0.137104  -0.658064
3203  -0.483125  0.082071  0.185980  -0.404564  -0.332806  0.398518  -0.202491  1.345627  0.207222  -0.213770  -0.317035  0.052305  -0.069148  -0.376080  -0.127734  -0.376285
3204  -0.669337  -0.831986  0.558186  1.115326  -0.634616  0.976294  0.632023  0.120765  -0.624478  0.763055  -0.341888  0.539167  1.376102  1.559503  -0.771495  1.559909
3205  0.783435  0.082071  1.121594  1.774725  -0.351669  0.648976  -0.203932  0.120765  -0.871901  0.132550  -0.819313  0.711802  -0.157610  -0.433765  2.485779  -0.224777
3206  1.016733  -0.060999  1.116700  1.074017  -0.068723  0.483330  1.017995  -0.124208  -0.639383  -0.081222  -0.127329  0.576627  1.140399  1.061119  3.411779  -0.061347
3207  1.151053  0.392056  1.116098  1.724842  0.119908  0.406469  3.221477  0.488223  -0.824205  0.050258  -0.230658  0.681566  1.421826  1.668391  1.728824  -0.629658
3208  0.152041  -0.808141  1.151669  0.689757  1.440325  0.880881  -0.528482  -0.532495  -0.642364  NaN  -0.020221  0.496625  0.583079  0.215495  0.978208  0.190736
3209  -0.514135  -0.760451  -0.972863  -1.019536  -1.275961  1.391073  -0.360190  -0.450837  -1.092495  NaN  -0.283068  0.820634  0.054641  -0.287655  0.423138  -0.956409
3210  -0.558584  -0.490208  -0.988089  -0.703087  -1.087330  1.413601  0.589699  0.488223  -0.377055  NaN  -1.144359  0.309134  1.093296  0.973026  -0.275408  -1.395905
3211  -0.034033  -0.394828  0.390995  1.990628  -1.172214  1.165794  -0.661526  0.896511  0.743802  2.096946  -1.548922  -0.970576  0.998821  0.806701  0.148196  0.536333
3212  0.107640  -0.529950  1.023698  1.143386  -0.804384  1.013399  -0.179213  0.161594  -2.114978  1.177318  -0.047925  1.128258  -0.733519  -0.719117  -0.605180  0.501114
3213  0.916138  -0.140482  1.198205  0.660918  0.987610  0.537662  -0.726269  0.774025  -0.699003  1.956789  0.230554  0.566447  0.063403  -0.281034  0.056743  1.338760
3214  -0.019865  -0.394828  0.701971  1.440349  -1.087330  1.050504  0.339645  0.447395  -0.311473  1.911338  -0.284631  0.277642  -0.191992  -0.455032  -0.190456  -0.090494
3215  0.335298  -0.299448  0.946369  0.552577  -0.615753  0.906060  -0.582638  0.161594  -1.778125  0.688905  -0.052600  1.057874  -0.118702  -0.408931  1.724218  1.491669
