N  chl  mld meanS  z   jd  sst  sstgrad  sstdt  windspeed  par  w  M  eke  current  Ro  PAR7day
1116  -1.863637  -0.488619  0.752371  -0.344548  1.308283  0.446225  1.771456  0.243251  -0.385998  NaN  -0.881809  0.467448  -2.254589  -1.044977  -0.097482  2.173907
1117  -0.898080  -0.803372  -1.579265  -0.685939  -1.162782  0.664878  0.646776  -0.205865  -0.385998  1.875898  -0.245941  0.519663  -0.090959  -0.390711  0.972415  1.157857
1118  -1.155184  -0.615792  -1.580797  -0.921327  -1.059035  0.553564  -0.103782  0.202422  -0.093860  1.604395  0.087304  0.389869  -0.421473  -0.582009  -0.219723  1.721279
1119  0.275107  0.436566  -0.603683  -0.756867  -0.163038  0.088428  0.652282  -0.777467  0.615619  -0.338577  4.155193  -0.462872  -0.317623  -0.527626  0.930759  -0.851577
1120  0.117096  -0.800193  0.178104  -0.539406  0.534896  -0.069268  -0.250195  0.039107  0.052210  0.401784  -0.757521  0.158724  -0.672371  -0.695056  -0.629521  0.034420
1121  0.055607  0.150427  -0.209956  -0.572922  1.025337  -0.102397  -0.301909  -1.267412  -0.901711  1.790937  -0.048218  0.752809  -0.313480  -0.525355  -0.276845  1.450323
1122  -0.389704  -0.261296  -0.347515  -0.738161  0.940453  -0.077219  0.120176  -0.246694  -0.785452  NaN  0.471629  0.730453  -2.542271  -1.071533  0.340395  1.724741
1123  -0.401256  -0.744554  -0.677785  -0.929122  1.440325  0.230221  0.589139  2.611318  -1.605227  2.704958  -0.050895  1.074162  -1.397093  -0.913118  -0.212845  NaN
1124  -0.904752  -0.801782  -1.561300  -0.572142  1.742134  0.504532  -0.413961  0.406566  NaN  NaN  NaN  NaN  0.086233  -0.263546  -0.620291  NaN
1125  -0.190112  -0.588767  -0.803649  -0.699189  -1.115625  0.577417  -0.761495  1.468113  -0.579763  1.808757  -0.276131  0.686604  -0.742416  -0.722514  -0.024741  2.524174
1126  0.038253  -0.836755  0.042475  1.134812  -1.360845  1.108811  -0.370148  -0.042550  -0.219062  NaN  0.379169  0.362806  0.341785  -0.042571  0.045774  NaN
1127  0.996983  0.436566  1.100125  1.240815  -0.398827  0.558864  -0.892211  -0.287522  0.433778  0.016086  0.549670  -0.266334  0.130724  -0.228468  0.179811  -0.396284
1128  0.956087  1.237757  1.290978  0.448133  -0.295080  0.436948  -1.147828  -0.369180  -1.113362  -0.135149  0.152978  0.862120  0.299506  -0.082549  1.403534  -0.361642
1129  1.072773  0.764037  1.203967  -0.433403  -0.012134  0.389242  -0.857157  -1.267412  1.381736  -0.263826  -0.633898  -1.793071  0.421104  0.036449  0.356949  -0.461118
1130  1.008171  0.064585  1.199525  -0.252575  0.185929  0.369365  -0.024924  -0.573324  1.262496  -0.185205  0.853290  -1.562273  1.214873  1.207859  0.028762  -0.466008
1131  1.452718  -0.692096  1.265287  -0.265826  1.053631  0.273952  -0.252532  2.611318  -1.363766  0.080559  0.023503  1.035342  0.677659  0.332123  0.452459  0.324194
1132  1.069910  -0.898752  1.211175  -0.178529  1.242262  0.232872  0.011583  -0.450837  0.621581  2.297570  1.046557  -0.375000  0.056016  -0.286619  -1.481293  0.796931
1133  0.170358  -0.054640  0.716353  -0.454448  1.525208  0.694032  -0.337136  -0.246694  -0.609573  NaN  -0.300075  0.596823  2.289235  4.793181  2.579076  NaN
1134  0.893860  -1.030694  -61.024803  -0.590069  0.101045  -0.181907  0.150919  -0.899954  1.518862  -0.698712  -2.149848  -1.577446  -0.518187  -0.628483  -2.007532  -1.347115
1135  0.778846  -1.030694  -5.826205  -0.270502  1.327146  -0.248166  0.403951  -1.430727  1.340002  NaN  0.398087  -1.308181  0.571121  0.201411  -0.086734  -0.186756
1136  1.606846  -0.601485  0.659902  1.244712  -1.398571  0.398518  -0.330988  1.794743  -1.023932  NaN  0.070942  0.899904  0.111318  -0.243933  0.190888  NaN
1137  0.632102  0.328469  0.309006  -0.484066  -0.427122  -0.037464  -0.986094  -0.205865  -0.368112  -0.307809  0.243475  0.527488  -0.675672  -0.696387  0.200646  -0.826303
1138  -0.224148  0.654350  0.338837  -0.485625  0.459444  -0.356830  -0.502494  0.896511  0.702068  -0.017351  -0.162933  -0.292367  -1.063825  -0.829382  0.501968  -0.611445
1139  1.359040  -0.204069  0.208558  -0.434962  1.166810  -0.303823  -1.274148  -0.328351  -0.147518  2.054632  -0.518962  0.393874  -0.081955  -0.384704  -0.903034  0.980471
1140  -0.066825  -0.410725  0.749825  2.526876  -0.945857  0.932563  0.279419  0.324909  NaN  1.529645  NaN  NaN  1.622819  2.201006  0.930940  1.048629
1141  0.210518  1.798909  1.211334  2.052982  0.025592  0.468753  -0.876393  -0.083379  0.576866  -0.150099  -1.610434  -0.387813  0.555596  0.183339  0.284733  0.140270
1142  1.948360  -0.967108  1.205972  2.118454  0.827274  0.374665  -0.242570  -2.451446  0.722935  1.499344  -0.608626  -0.894581  -0.450719  -0.596471  1.547713  0.875968
1143  0.314615  -0.164327  -1.508390  1.788755  0.346265  1.139290  -0.834198  -1.104097  0.067115  0.925036  -0.688717  -0.569449  0.691738  0.350306  0.247302  0.870638
1144  0.299704  0.082071  -1.255636  1.529984  0.431149  1.123388  0.176781  -1.226583  -0.842091  1.049508  0.183632  0.470297  -0.097851  -0.395278  -2.538512  1.118435
1145  -1.211082  -0.299448  -1.002008  -1.119303  -0.710068  1.417577  0.782207  -1.389898  0.845156  1.171378  -0.632860  -1.463183  -0.102169  -0.398125  0.984491  1.191153
1146  -0.619025  -0.378932  -0.588706  -0.908857  0.346265  0.977619  -0.982274  0.896511  -1.539645  -0.499289  -0.242853  0.985685  0.967672  0.754747  1.502383  1.170961
1147  -0.933010  -0.680968  -0.506372  1.526866  0.959316  0.944490  1.224173  1.794743  -1.694657  1.986889  0.090527  1.062359  0.409228  0.024274  -1.048086  1.384254
1148  -0.612326  -0.132534  -1.523008  1.778622  0.600917  1.151217  -0.196366  -0.205865  0.022400  1.357586  0.987744  -0.506474  -0.475942  -0.608656  1.321057  0.796052
1149  -0.148839  -0.418673  -1.705602  1.625075  0.685801  1.270482  0.552022  -0.614152  -0.344264  1.587309  0.416973  0.012218  0.957847  0.738646  1.267014  1.013740
1150  -0.655006  -0.394828  -0.375471  -0.501214  -0.738363  0.614522  0.136772  -0.491666  -0.600630  0.755246  -0.018473  0.598451  -0.014951  -0.338517  -0.476344  0.519520
1151  -1.463961  0.217193  -0.213110  -0.782589  -0.389396  0.470078  -0.065012  0.651538  -0.982198  NaN  0.056151  0.840358  -0.400769  -0.571549  -0.301471  0.070766
1152  -1.921322  -0.839934  0.416420  -0.323504  -1.606065  0.676805  -0.731758  0.610710  -1.134229  NaN  -0.461633  0.878910  -0.920671  -0.785393  -0.698359  0.122441
1153  -0.155147  0.272831  0.619947  -0.594746  -0.002702  0.577417  0.596111  0.039107  -0.952388  -0.137485  0.054797  0.792587  0.250862  -0.126789  0.413210  -0.339335
1154  -1.509174  -0.593536  0.885368  -0.547200  0.440581  0.246124  0.702077  0.039107  -1.682733  0.452441  -0.048864  1.041555  -0.267593  -0.499649  -0.070740  0.116287
1155  -2.247121  -0.776348  -0.200394  -0.713219  -1.059035  1.099535  -0.616056  0.447395  -0.609573  1.738412  -0.157923  0.647089  -0.540013  -0.638450  -0.195234  1.960642
1156  -2.740441  -0.680968  -0.384167  -0.774794  -0.974151  1.018699  -0.156778  0.161594  -0.141556  1.487865  0.253455  0.366041  -0.653199  -0.687248  0.408646  1.609358
1157  -1.068749  0.280779  0.077602  -0.842605  -0.436553  0.450200  -0.788582  -0.491666  -0.016354  0.039446  -0.110270  0.272045  -1.253835  -0.880028  -0.243009  0.353177
1158  -0.867138  0.368211  0.189353  -0.839487  -0.351669  0.417071  -1.129518  0.120765  -1.235583  -0.075216  0.095957  0.918930  -1.243776  -0.877548  0.735814  -0.106895
1159  -1.025702  -0.585588  -0.242804  -0.875341  1.346009  0.146736  -0.450821  0.488223  -0.260796  2.536837  -0.406928  0.405707  -0.468510  -0.605093  0.126496  0.093403
1160  -0.763219  -0.386880  -0.012608  -0.007055  -0.615753  0.973644  0.720896  -0.287522  -1.056723  0.607080  0.143506  0.808295  0.503645  0.124585  -0.920185  0.106836
1161  -0.587437  1.051766  0.955510  -0.532391  0.723527  0.458151  -1.276137  -0.001721  -0.406865  1.339432  0.001602  0.336960  1.224793  1.228122  -0.663414  1.755372
1162  -1.520860  -0.792244  0.632895  -0.736602  0.987610  0.780168  -1.261642  1.835572  -1.155096  1.976678  -0.129733  0.845351  0.804918  0.504727  -0.078757  1.215081
1163  0.246391  -0.084844  -0.801542  -0.472375  -0.323375  0.092403  0.813772  -0.001721  0.162507  -0.277175  0.063153  0.080375  -0.620749  -0.673739  0.142671  -0.950503
1164  -1.789861  -0.378932  -0.795943  -0.540965  -0.238491  0.124208  1.414607  1.631428  -0.356188  -0.368610  -0.265603  0.511219  0.095937  -0.256009  0.571967  -0.277771
1165  0.582902  -0.394828  -0.347278  -0.711660  1.100789  -0.269369  -1.089756  -0.736639  NaN  1.911138  NaN  NaN  -1.797657  -0.986730  -0.237356  0.955774
1166  -0.366485  -0.490208  -0.063700  -0.980564  -1.021309  0.728487  -0.517432  -0.818296  -0.526105  1.542326  -0.419703  0.589307  -0.568051  -0.650982  0.162557  1.454966
1167  0.691805  -0.720710  0.421518  0.724052  -1.266529  0.511158  -0.642900  0.039107  0.550037  NaN  -0.538252  -0.200713  0.896160  0.640588  -0.712437  NaN
1168  0.536738  0.074123  0.919775  -0.473934  -1.077899  0.737763  -0.315745  0.120765  -0.839110  0.015753  0.778774  0.805562  0.991062  0.793629  1.345180  1.964598
1169  0.293760  -0.680968  -0.120954  -0.510567  -0.993015  1.066406  1.440127  -0.165036  -0.186271  1.522904  -0.409558  0.389889  1.005501  0.818023  -0.449979  3.565497
1170  0.710851  -0.251758  1.337069  0.417735  1.053631  -0.275995  -0.382776  0.365737  1.006130  1.671537  0.163192  -0.654642  0.435914  0.051808  -1.056697  1.097941
1171  -0.016263  -0.251758  0.867840  2.731867  -1.511750  0.928588  -0.382240  -0.246694  0.186355  NaN  0.206649  -0.020965  1.161229  1.101223  1.011394  NaN
1172  0.111329  -0.498156  0.609507  2.660159  -1.426866  1.049178  -0.702315  2.815461  -1.140191  NaN  -0.004405  0.888745  1.471303  1.791121  1.666328  NaN
1173  0.313167  -0.522001  0.589046  2.464522  -1.068467  0.952441  -0.653657  1.427284  -2.019586  1.833184  -0.148625  1.120833  1.532753  1.950971  -0.550213  -0.122664
1174  0.423315  -0.029205  0.934621  2.455169  -0.445985  0.703308  -1.219894  -0.165036  -0.529086  0.261027  -0.094760  0.499898  -0.145825  -0.426330  0.464319  0.717043
1175  1.011389  0.097968  1.049768  2.560392  -0.276217  0.594644  -0.305302  -0.573324  -1.864574  -0.016216  -0.098343  1.087785  0.194033  -0.176191  -0.413402  -0.068270
1176  1.289901  -0.871728  1.175584  2.092733  1.063063  0.194442  1.557777  1.917229  -1.581379  1.960193  0.170516  1.038603  0.921414  0.680106  -1.072419  2.083387
1177  1.294747  -0.871728  0.894456  2.293826  1.147947  0.219620  1.331693  -0.818296  -1.012008  2.182107  -0.053258  0.917909  0.950439  0.726594  -1.215312  1.370875
1178  0.931086  -0.585588  1.406055  2.593128  0.666938  -0.309124  1.216425  0.120765  1.012092  -0.589056  -0.675430  -0.709007  -1.499527  -0.934408  0.222343  -0.302935
1179  0.781392  -0.871728  1.146363  2.624305  0.846137  -0.249491  -0.816406  0.406566  -0.189252  -0.316418  -0.321751  0.408974  -1.057907  -0.827668  -0.176779  1.014536
1180  1.126242  0.201296  0.318418  -0.508229  -0.464848  -0.220337  0.954354  -2.083987  0.225108  NaN  0.469097  0.136332  -2.388626  -1.058166  -0.059775  -0.610785
1181  0.987665  0.702040  -0.018305  -0.500435  -0.115881  -0.401886  1.484822  -0.573324  -0.630440  -0.836333  -0.038748  0.715900  -0.584099  -0.658021  -0.135434  -1.223464
1182  0.661259  -0.394828  0.181912  -0.319606  -0.813815  0.234197  1.795040  -1.144926  0.472531  0.637715  -1.433985  -0.021318  -0.366759  -0.553960  -0.326278  0.752921
1183  0.739922  -0.108689  0.821822  -0.268943  -0.728931  0.254075  0.912893  0.324909  -0.436675  0.345855  0.089740  0.654721  -1.037947  -0.821824  -0.353359  -0.680262
1184  0.824239  1.608149  1.317805  1.305508  0.157634  -0.232264  -0.536386  0.814853  0.192317  -0.588322  0.251588  0.151878  -0.269795  -0.500906  -0.448097  -0.941437
1185  1.084114  -0.967108  1.390373  2.318768  0.695232  -0.298523  -1.126966  -0.246694  -0.397922  0.623365  0.757655  0.567369  -0.592703  -0.661755  0.084285  0.209389
1186  1.423687  -0.816089  -0.088615  -0.266605  -1.426866  0.269977  -0.006999  0.365737  -2.079206  NaN  -0.143585  1.144589  -2.131517  -1.031459  -0.795414  NaN
1187  1.510393  -0.227914  0.181819  -0.148132  -0.710068  0.141435  -0.271257  -0.083379  1.325097  0.291261  0.810637  -1.085513  -0.722392  -0.714832  0.200959  0.135490
1188  1.033377  0.082071  0.993567  0.162861  -0.445985  -0.074568  -0.209486  -0.940782  -0.326378  -0.403049  -0.016886  0.552573  -0.787153  -0.739208  -0.310880  -0.986354
1189  0.408186  -0.013309  0.568598  -0.546421  0.978179  -0.505250  -0.048480  0.079936  -0.251853  1.374138  -0.072101  0.542519  -0.175771  -0.445077  0.048150  0.637539
1190  1.160628  0.133099  -0.570824  1.642222  -1.257098  -0.453568  1.285320  -0.450837  0.013457  NaN  -0.679561  0.392720  -1.274732  -0.885111  0.295462  NaN
1191  0.976154  -0.129354  -0.348056  2.409182  1.393167  -0.886900  -0.752195  0.243251  -0.347245  NaN  -0.222089  0.640585  0.218399  -0.155304  1.140400  NaN
1192  0.570978  -0.150020  0.795378  -0.541744  -0.785521  0.207693  -0.635094  -0.246694  -0.031259  NaN  -0.007561  0.276424  0.385144  -0.000041  0.678602  0.900061
1193  1.464714  -0.013309  1.112602  -0.424830  -0.398827  0.035421  -0.077523  -0.083379  0.308576  NaN  0.095511  0.105307  -1.304314  -0.892154  0.650465  -0.196536
1194  1.076772  -0.466363  1.174666  -0.397550  0.846137  -0.370082  -0.370997  0.039107  1.107484  1.059853  -0.234090  -0.862037  -0.590896  -0.660973  0.500872  -0.798638
1195  2.666633  -0.824038  0.641249  0.681183  1.515777  -0.123600  -0.704387  0.406566  0.302614  NaN  1.145104  0.074880  -0.671887  -0.694860  0.540152  NaN
1196  0.434085  -0.320114  -0.492363  -0.833252  -1.219372  -0.196484  -0.317581  0.855682  0.558980  NaN  0.028364  -0.077674  -1.892575  -1.000773  0.386164  -0.510787
1197  0.639154  0.783113  0.189694  -0.682821  0.987610  -0.678847  -0.365083  -0.165036  1.620216  -0.196484  -0.053049  -1.555520  -0.834959  -0.756355  0.154367  -0.511117
1198  -0.400081  -0.498156  0.568696  -0.951725  -0.323375  0.727161  -0.408654  -0.450837  1.337021  0.102984  1.756495  -1.913407  0.632226  0.274919  -0.835971  -0.679850
1199  -0.580891  -0.204069  -0.412933  -1.008624  -0.323375  1.027976  -0.789271  -0.083379  0.290690  0.392641  -0.835349  -0.379747  -0.087086  -0.388132  -1.369442  0.078595
1200  -0.046798  1.131250  0.485521  -0.945490  0.148203  0.686081  -0.886643  -0.410009  -0.213100  0.228991  -0.007856  0.107540  -0.263345  -0.497218  0.833395  -0.744683
1201  0.026126  0.916645  0.602747  -0.838708  0.431149  0.690057  0.469348  -0.328351  -0.034240  0.672153  -4.759902  -0.006694  0.723994  0.392802  -1.718226  0.291283
1202  -0.068846  -0.394828  0.688753  -1.053831  0.714095  0.668854  0.208358  0.774025  0.293671  1.424461  -0.969802  -0.411864  1.157987  1.094934  -0.139967  1.155193
1203  -0.283519  -0.776348  0.477403  -0.895606  0.902726  0.642350  -0.244517  0.039107  -0.311473  1.831449  -2.208987  0.234985  0.619052  0.258744  0.707980  1.959021
1204  -3.313709  -0.680968  -0.647764  -0.847281  -0.870404  1.507688  -0.505684  0.243251  -0.174347  1.470779  -0.750042  0.080755  -1.229732  -0.874050  0.330232  1.730922
1205  -0.496862  0.082071  0.024588  -0.640732  -0.115881  0.957741  -1.047006  0.284080  -0.070012  0.238468  -0.716444  -0.062390  -0.690572  -0.702350  -0.154889  -0.368071
1206  -0.529883  -0.688916  0.446404  -0.479390  0.355697  0.762941  -0.616516  0.243251  -0.383017  0.624767  -0.848183  0.305789  -0.253015  -0.491269  0.379720  2.218658
1207  -1.775426  -0.776348  -0.518865  -0.886253  1.676113  1.250605  -1.083803  0.079936  -0.579763  NaN  -0.303980  0.448154  0.520813  0.143712  0.312666  NaN
1208  -2.201983  -0.792244  -0.314777  0.123110  -1.002446  1.319514  -1.005938  1.427284  -1.617151  1.786732  0.074614  1.028892  0.083736  -0.265475  -0.338330  -1.186679
1209  -1.761433  -0.593536  0.546505  1.730298  0.506601  0.705959  0.635918  -0.124208  -1.217697  0.887060  0.027134  0.847917  -0.062712  -0.371710  0.435063  1.681170
1210  -0.601797  0.288727  0.798102  0.506591  0.789548  0.740413  0.962930  0.774025  -0.678136  1.536319  -0.304963  0.566869  0.605147  0.241868  -0.492306  0.471554
1211  -2.149906  -0.967108  0.796657  0.072447  0.874432  0.752340  1.115642  0.039107  -0.886806  1.747755  0.450870  0.660708  0.935871  0.703117  -0.738325  2.198494
1212  -0.147195  -0.390059  0.810552  1.012442  -0.898699  0.589343  -0.426532  0.610710  -0.851034  1.085682  0.092324  0.823080  -0.705861  -0.708390  0.101151  1.652682
1213  0.769751  -0.329652  1.377754  2.159764  -0.493143  0.220945  0.162075  -0.042550  -0.225024  -0.088030  -0.057171  0.443677  0.352241  -0.032459  -0.248208  -0.840231
1214  1.172096  0.210834  1.215800  2.378005  -0.295080  0.063250  -0.263758  0.079936  -1.483006  -0.455374  -0.102797  1.019039  -2.776336  -1.088799  0.312983  NaN
1215  1.033179  0.716347  1.347493  2.364755  -0.191333  -0.028187  -0.494767  -1.144926  0.967377  -0.553884  -0.689586  -0.788341  -1.302106  -0.891634  0.054482  -0.810012
1216  0.875203  3.188275  1.305711  2.561951  0.412286  -0.209736  -0.807614  -0.001721  -0.254834  -0.050388  0.076502  0.436331  -1.042493  -0.823164  0.242149  -0.300050
1217  0.943583  2.333036  1.419869  2.557274  0.714095  -0.225638  -0.764722  0.896511  -0.350226  0.729684  -0.142722  0.500628  -1.123860  -0.846283  -0.182518  0.328260
1218  0.426231  -0.641226  0.568125  -0.380402  -1.436297  0.937864  0.122782  1.427284  -1.709562  NaN  0.137301  1.072661  0.645741  0.291703  2.212701  NaN
1219  1.183459  -0.180224  1.375348  -0.554215  0.167066  0.118907  -0.040373  0.161594  -0.576782  NaN  -0.401207  0.645461  -0.383707  -0.562789  -0.720644  -0.581583
1220  -1.470259  -0.156379  1.577239  -0.576819  0.355697  -0.024212  0.121973  -0.246694  0.880928  -0.059665  -2.231564  -0.765150  -0.194044  -0.456281  -0.258123  -0.213212
1221  1.531903  -0.784296  -0.500692  -0.417035  -1.615497  -0.059991  1.020473  0.774025  -1.140191  NaN  -0.267929  0.943066  0.110963  -0.244213  -0.050128  NaN
1222  1.354965  -0.474312  -0.183642  -0.507449  -0.483711  -0.268044  -0.576052  -0.450837  -0.654288  -0.462849  -0.102584  0.746014  -0.742744  -0.722638  -0.604904  NaN
1223  1.421142  0.074123  0.725645  -0.273620  0.836706  -0.494648  1.699536  -0.083379  1.691760  0.979697  0.951287  -1.736870  -0.545986  -0.641145  -0.080473  -0.279913
1224  1.335001  0.161554  -0.557821  -0.101366  1.317714  -1.356011  1.074726  -0.083379  1.044883  2.137658  1.292307  -0.398117  1.048420  0.892342  -0.035786  -0.153954
1225  0.961537  -0.585588  0.964469  2.628982  -1.436297  0.503207  -0.787676  2.448003  -0.424751  NaN  0.400592  0.652401  0.121169  -0.236115  -0.471371  NaN
1226  0.475160  -0.911469  -0.399912  2.586113  -1.153351  0.299130  1.160321  3.264578  -1.372709  1.715319  -0.018810  1.033645  -0.410080  -0.576276  0.709154  -0.147883
